pitch_type,px,pz,des,num,gameday_link,start_speed,spin_dir,spin_rate,pfx_x,pfx_z,type,pitcher_name,event,stand
FF,-0.087,4.121,Ball,14,gid_2016_06_20_wasmlb_lanmlb_1,93.5,177.511,2255.133,0.49,11.23,B,Clayton Kershaw,Strikeout,R
SL,-0.531,2.585,Swinging Strike,14,gid_2016_06_20_wasmlb_lanmlb_1,86.3,252.64,603.306,-3.11,0.93,S,Clayton Kershaw,Strikeout,R
FF,-0.495,1.76,Called Strike,15,gid_2016_06_20_wasmlb_lanmlb_1,93.5,175.82,2722.396,1,13.59,S,Clayton Kershaw,Strikeout,R
FF,-0.414,3.395,Foul Tip,15,gid_2016_06_20_wasmlb_lanmlb_1,93.6,184.714,2558.025,-1.05,12.7,S,Clayton Kershaw,Strikeout,R
CU,-0.24,1.698,Swinging Strike,15,gid_2016_06_20_wasmlb_lanmlb_1,73.6,349.433,1388.094,-1.63,-8.81,S,Clayton Kershaw,Strikeout,R
FF,-0.154,1.72,Ball,16,gid_2016_06_20_wasmlb_lanmlb_1,91.9,179.415,2718.99,0.14,13.8,B,Clayton Kershaw,Single,R
FF,-0.554,2.835,Called Strike,16,gid_2016_06_20_wasmlb_lanmlb_1,92.5,178.715,2709.754,0.31,13.77,S,Clayton Kershaw,Single,R
FF,0.575,3.16,"In play, no out",16,gid_2016_06_20_wasmlb_lanmlb_1,92.5,178.234,2866.298,0.45,14.5,X,Clayton Kershaw,Single,R
FF,-0.171,1.909,Called Strike,17,gid_2016_06_20_wasmlb_lanmlb_1,93,175.843,2676.546,0.98,13.39,S,Clayton Kershaw,Forceout,R
CU,-0.168,-0.549,Ball In Dirt,17,gid_2016_06_20_wasmlb_lanmlb_1,74.2,13.493,1329.127,2.01,-8.45,B,Clayton Kershaw,Forceout,R
FF,-0.627,1.946,"In play, out(s)",17,gid_2016_06_20_wasmlb_lanmlb_1,93.3,173.652,2810.864,1.56,13.98,X,Clayton Kershaw,Forceout,R
FF,-0.091,3.328,Foul,21,gid_2016_06_20_wasmlb_lanmlb_1,92,175.285,2326.031,0.96,11.63,S,Clayton Kershaw,Single,R
SL,-0.788,3.358,Called Strike,21,gid_2016_06_20_wasmlb_lanmlb_1,85.7,262.237,539.434,-2.84,0.34,S,Clayton Kershaw,Single,R
FF,1.166,2.396,"In play, no out",21,gid_2016_06_20_wasmlb_lanmlb_1,93.3,184.133,2832.757,-1.01,13.99,X,Clayton Kershaw,Single,R
FF,0.264,1.796,Called Strike,22,gid_2016_06_20_wasmlb_lanmlb_1,93.5,184.96,2581.067,-1.11,12.76,S,Clayton Kershaw,Strikeout,L
CU,-0.004,4.539,Ball,22,gid_2016_06_20_wasmlb_lanmlb_1,73.1,351.93,1636.911,-1.48,-10.47,B,Clayton Kershaw,Strikeout,L
FF,0.039,1.524,Ball,22,gid_2016_06_20_wasmlb_lanmlb_1,94.1,176.834,2648.305,0.72,12.96,B,Clayton Kershaw,Strikeout,L
SL,-0.474,2.275,Swinging Strike,22,gid_2016_06_20_wasmlb_lanmlb_1,88.8,248.151,857.063,-4.14,1.62,S,Clayton Kershaw,Strikeout,L
SL,-0.564,2.052,Swinging Strike,22,gid_2016_06_20_wasmlb_lanmlb_1,87.6,242.854,984.357,-4.63,2.33,S,Clayton Kershaw,Strikeout,L
FF,-0.083,2.177,Foul,23,gid_2016_06_20_wasmlb_lanmlb_1,94,176.31,2440.292,0.77,11.83,S,Clayton Kershaw,Flyout,L
SL,-1.316,1.153,Ball,23,gid_2016_06_20_wasmlb_lanmlb_1,88.3,262.174,837.745,-4.38,0.56,B,Clayton Kershaw,Flyout,L
SL,-1.174,2.855,Foul,23,gid_2016_06_20_wasmlb_lanmlb_1,88.4,235.833,1094.828,-4.7,3.15,S,Clayton Kershaw,Flyout,L
FF,0.26,2.503,"In play, out(s)",23,gid_2016_06_20_wasmlb_lanmlb_1,93.4,179.326,2582.626,0.15,12.81,X,Clayton Kershaw,Flyout,L
SL,-0.381,1.453,Swinging Strike,24,gid_2016_06_20_wasmlb_lanmlb_1,85.9,220.956,988.358,-3.48,3.96,S,Clayton Kershaw,Lineout,R
CU,1.195,4.086,Ball,24,gid_2016_06_20_wasmlb_lanmlb_1,72.4,344.317,1459.147,-2.56,-9.18,B,Clayton Kershaw,Lineout,R
CU,-0.123,2.871,Called Strike,24,gid_2016_06_20_wasmlb_lanmlb_1,72.7,353.144,1662.607,-1.28,-10.72,S,Clayton Kershaw,Lineout,R
SL,-1.168,1.043,Ball In Dirt,24,gid_2016_06_20_wasmlb_lanmlb_1,87.5,232.112,949.455,-3.98,3.05,B,Clayton Kershaw,Lineout,R
FF,-0.481,2.204,"In play, out(s)",24,gid_2016_06_20_wasmlb_lanmlb_1,93.4,184.306,2403.727,-0.9,11.85,X,Clayton Kershaw,Lineout,R
SL,-0.581,2.937,Called Strike,29,gid_2016_06_20_wasmlb_lanmlb_1,84.6,249.889,368.265,-1.9,0.65,S,Clayton Kershaw,Strikeout,R
FF,0.893,1.279,Ball,29,gid_2016_06_20_wasmlb_lanmlb_1,92.8,171.464,3085.356,2.34,15.57,B,Clayton Kershaw,Strikeout,R
SL,-0.658,1.804,Foul,29,gid_2016_06_20_wasmlb_lanmlb_1,87.7,209.404,978.031,-2.51,4.42,S,Clayton Kershaw,Strikeout,R
SL,-0.54,0.654,Ball,29,gid_2016_06_20_wasmlb_lanmlb_1,85.8,240.123,958.654,-4.48,2.53,B,Clayton Kershaw,Strikeout,R
SL,-0.661,1.71,Swinging Strike,29,gid_2016_06_20_wasmlb_lanmlb_1,86.7,240.567,1058.974,-4.93,2.74,S,Clayton Kershaw,Strikeout,R
FF,0.298,1.992,Called Strike,30,gid_2016_06_20_wasmlb_lanmlb_1,93.5,179.344,2208.374,0.13,11.01,S,Clayton Kershaw,Flyout,R
CU,0.646,1.338,Swinging Strike,30,gid_2016_06_20_wasmlb_lanmlb_1,73,353.422,1123.669,-0.83,-7.26,S,Clayton Kershaw,Flyout,R
FF,2.116,1.806,Ball,30,gid_2016_06_20_wasmlb_lanmlb_1,93.3,182.039,2808.158,-0.5,14.01,B,Clayton Kershaw,Flyout,R
CU,0.08,1.664,"In play, out(s)",30,gid_2016_06_20_wasmlb_lanmlb_1,72.5,345.484,1491.365,-2.4,-9.33,X,Clayton Kershaw,Flyout,R
FF,0.025,2.827,"In play, out(s)",31,gid_2016_06_20_wasmlb_lanmlb_1,93.3,181.951,2561.36,-0.43,12.66,X,Clayton Kershaw,Pop Out,R
FF,-0.221,3.194,Called Strike,36,gid_2016_06_20_wasmlb_lanmlb_1,91.8,176.494,2373.943,0.75,12.13,S,Clayton Kershaw,Groundout,R
FF,0.354,2.659,Called Strike,36,gid_2016_06_20_wasmlb_lanmlb_1,91.8,179.718,2481.916,0.06,12.62,S,Clayton Kershaw,Groundout,R
CU,0.02,3.567,"In play, out(s)",36,gid_2016_06_20_wasmlb_lanmlb_1,70.8,354.204,1453.631,-0.98,-9.71,X,Clayton Kershaw,Groundout,R
FF,-0.341,2.169,"In play, no out",37,gid_2016_06_20_wasmlb_lanmlb_1,92.4,178.585,2425.703,0.3,12.19,X,Clayton Kershaw,Double,R
SL,0.462,0.178,Ball In Dirt,38,gid_2016_06_20_wasmlb_lanmlb_1,87.1,199.781,1209.698,-2.21,6.09,B,Clayton Kershaw,Strikeout,R
SL,-0.418,2.105,Swinging Strike,38,gid_2016_06_20_wasmlb_lanmlb_1,86,248.059,1042.549,-5.21,2.05,S,Clayton Kershaw,Strikeout,R
FF,0.022,2.897,Foul,38,gid_2016_06_20_wasmlb_lanmlb_1,93.4,173.538,2769.013,1.55,13.61,S,Clayton Kershaw,Strikeout,R
CU,-0.207,-1.18,Ball In Dirt,38,gid_2016_06_20_wasmlb_lanmlb_1,74.6,357.069,1352.635,-0.44,-8.67,B,Clayton Kershaw,Strikeout,R
SL,-0.715,1.536,Foul,38,gid_2016_06_20_wasmlb_lanmlb_1,87.7,234.785,1031.671,-4.44,3.09,S,Clayton Kershaw,Strikeout,R
SL,-0.45,0.531,Swinging Strike (Blocked),38,gid_2016_06_20_wasmlb_lanmlb_1,86.8,266.791,1097.727,-5.88,0.28,S,Clayton Kershaw,Strikeout,R
SL,-1.339,3.126,Ball,39,gid_2016_06_20_wasmlb_lanmlb_1,85.2,295.459,701.804,-3.42,-1.68,B,Clayton Kershaw,Strikeout,L
SL,-0.763,3.037,Called Strike,39,gid_2016_06_20_wasmlb_lanmlb_1,86.1,263.372,662.368,-3.53,0.36,S,Clayton Kershaw,Strikeout,L
FF,-1.086,2.464,Swinging Strike,39,gid_2016_06_20_wasmlb_lanmlb_1,93.2,183.476,2367.298,-0.71,11.69,S,Clayton Kershaw,Strikeout,L
FF,-1.074,2.168,Swinging Strike,39,gid_2016_06_20_wasmlb_lanmlb_1,94.7,194.407,2143.991,-2.61,10.14,S,Clayton Kershaw,Strikeout,L
SL,-0.639,2.81,"In play, no out",45,gid_2016_06_20_wasmlb_lanmlb_1,87.5,202.196,884.073,-1.77,4.3,X,Clayton Kershaw,Single,L
FF,-0.127,2.047,Called Strike,46,gid_2016_06_20_wasmlb_lanmlb_1,92.9,179.259,2469.486,0.16,12.26,S,Clayton Kershaw,Forceout,R
CU,-0.271,-1.247,Swinging Strike (Blocked),46,gid_2016_06_20_wasmlb_lanmlb_1,74.3,6.549,1273,0.92,-8.1,S,Clayton Kershaw,Forceout,R
