pitch_type,px,pz,des,num,gameday_link,start_speed,spin_dir,spin_rate,pfx_x,pfx_z,type,pitcher_name,event,stand
FF,-0.437,2.71,Foul,57,gid_2016_05_23_cinmlb_lanmlb_1,92.7,180.243,2251.343,-0.05,11.38,S,Clayton Kershaw,Groundout,R
SL,-0.523,0.178,Ball,57,gid_2016_05_23_cinmlb_lanmlb_1,87.3,229.734,1363.492,-5.61,4.7,B,Clayton Kershaw,Groundout,R
SL,-0.66,1.989,Called Strike,57,gid_2016_05_23_cinmlb_lanmlb_1,85.7,253.829,682.493,-3.55,0.98,S,Clayton Kershaw,Groundout,R
SL,-0.47,1.829,"In play, out(s)",57,gid_2016_05_23_cinmlb_lanmlb_1,88,233.097,605.75,-2.54,1.87,X,Clayton Kershaw,Groundout,R
FF,-0.367,2.261,Called Strike,58,gid_2016_05_23_cinmlb_lanmlb_1,93.5,175.952,2654.167,0.94,13.26,S,Clayton Kershaw,Groundout,R
FF,-0.415,2.946,Foul,58,gid_2016_05_23_cinmlb_lanmlb_1,93,181.185,2660.866,-0.28,13.47,S,Clayton Kershaw,Groundout,R
FF,1.426,1.609,Ball,58,gid_2016_05_23_cinmlb_lanmlb_1,94.1,183.606,3120.629,-0.98,15.56,B,Clayton Kershaw,Groundout,R
SL,-0.667,2.307,Foul,58,gid_2016_05_23_cinmlb_lanmlb_1,86.7,238.792,851.182,-3.9,2.32,S,Clayton Kershaw,Groundout,R
FF,1.255,2.088,Ball,58,gid_2016_05_23_cinmlb_lanmlb_1,93.6,180.322,3183.498,-0.09,16.06,B,Clayton Kershaw,Groundout,R
FF,-0.239,2.291,"In play, out(s)",58,gid_2016_05_23_cinmlb_lanmlb_1,94,182.018,2839.927,-0.51,14.31,X,Clayton Kershaw,Groundout,R
SL,-0.4,3.192,Called Strike,59,gid_2016_05_23_cinmlb_lanmlb_1,86.7,228.096,961.883,-3.91,3.46,S,Clayton Kershaw,Flyout,R
SL,-0.729,1.8,Foul,59,gid_2016_05_23_cinmlb_lanmlb_1,87.5,225.635,1248.791,-4.83,4.68,S,Clayton Kershaw,Flyout,R
FF,0.658,2.405,Foul,59,gid_2016_05_23_cinmlb_lanmlb_1,93.9,189.234,3235.917,-2.64,16.2,S,Clayton Kershaw,Flyout,R
CU,0.603,2.721,"In play, out(s)",59,gid_2016_05_23_cinmlb_lanmlb_1,73.4,359.702,1520.474,-0.05,-9.97,X,Clayton Kershaw,Flyout,R
FF,-0.568,3.886,Ball,4,gid_2016_05_29_lanmlb_nynmlb_1,91.6,165.16,2160.563,2.84,10.68,B,Clayton Kershaw,Double,L
FF,-0.849,1.084,Ball,4,gid_2016_05_29_lanmlb_nynmlb_1,93.4,172.575,2522.542,1.65,12.61,B,Clayton Kershaw,Double,L
FF,-0.614,2.269,"In play, no out",4,gid_2016_05_29_lanmlb_nynmlb_1,93.7,170.019,2335.922,2.03,11.48,X,Clayton Kershaw,Double,L
FF,-0.242,2.126,Foul,5,gid_2016_05_29_lanmlb_nynmlb_1,93.4,176.961,2579.781,0.68,12.83,S,Clayton Kershaw,Groundout,R
SL,-0.962,2.862,"In play, out(s)",5,gid_2016_05_29_lanmlb_nynmlb_1,89.2,208.663,974.275,-2.43,4.41,X,Clayton Kershaw,Groundout,R
SL,-1.137,1.508,Swinging Strike,6,gid_2016_05_29_lanmlb_nynmlb_1,89.8,207.638,352.976,-0.85,1.59,S,Clayton Kershaw,Strikeout,R
SL,-0.88,0.406,Ball In Dirt,6,gid_2016_05_29_lanmlb_nynmlb_1,90.6,200.469,1556.244,-2.8,7.46,B,Clayton Kershaw,Strikeout,R
FF,0.002,2.649,Foul,6,gid_2016_05_29_lanmlb_nynmlb_1,94.2,178.205,2189.221,0.34,10.89,S,Clayton Kershaw,Strikeout,R
FF,-0.699,0.719,Ball In Dirt,6,gid_2016_05_29_lanmlb_nynmlb_1,92,183.411,1404.849,-0.42,6.97,B,Clayton Kershaw,Strikeout,R
SL,-0.941,0.942,Ball,6,gid_2016_05_29_lanmlb_nynmlb_1,88.9,194.825,506.123,-0.69,2.55,B,Clayton Kershaw,Strikeout,R
SL,-0.575,0.042,Swinging Strike (Blocked),6,gid_2016_05_29_lanmlb_nynmlb_1,88.8,226.969,691.893,-2.66,2.44,S,Clayton Kershaw,Strikeout,R
FF,-1.202,2.891,Foul,7,gid_2016_05_29_lanmlb_nynmlb_1,93.9,183.389,2175.676,-0.64,10.81,S,Clayton Kershaw,Strikeout,R
FF,-0.609,1.721,Called Strike,7,gid_2016_05_29_lanmlb_nynmlb_1,95,170.117,2529.573,2.13,12.2,S,Clayton Kershaw,Strikeout,R
FF,-1.028,1.452,Ball,7,gid_2016_05_29_lanmlb_nynmlb_1,94.6,166.16,2050.444,2.42,9.79,B,Clayton Kershaw,Strikeout,R
CU,-0.856,0.825,Ball In Dirt,7,gid_2016_05_29_lanmlb_nynmlb_1,74.5,10.404,1386.684,1.58,-8.67,B,Clayton Kershaw,Strikeout,R
SL,-0.069,1.225,Foul,7,gid_2016_05_29_lanmlb_nynmlb_1,89.8,218.483,976.998,-3.1,3.86,S,Clayton Kershaw,Strikeout,R
FF,-0.839,2.899,Foul,7,gid_2016_05_29_lanmlb_nynmlb_1,94.9,179.109,2653.507,0.2,12.98,S,Clayton Kershaw,Strikeout,R
SL,-0.551,1.256,Foul,7,gid_2016_05_29_lanmlb_nynmlb_1,88.6,252.477,912.475,-4.61,1.41,S,Clayton Kershaw,Strikeout,R
SL,0.293,3.795,Swinging Strike,7,gid_2016_05_29_lanmlb_nynmlb_1,88.9,197.648,936.811,-1.5,4.68,S,Clayton Kershaw,Strikeout,R
FF,-0.569,3.337,Swinging Strike,13,gid_2016_05_29_lanmlb_nynmlb_1,92.2,170.876,2120.969,1.7,10.52,S,Clayton Kershaw,Strikeout,R
CU,0.273,2.405,Called Strike,13,gid_2016_05_29_lanmlb_nynmlb_1,72.3,347.704,1740.083,-2.43,-11.23,S,Clayton Kershaw,Strikeout,R
CU,-0.251,1.938,Foul,13,gid_2016_05_29_lanmlb_nynmlb_1,73.6,356.323,1718.859,-0.71,-11.12,S,Clayton Kershaw,Strikeout,R
FF,0.886,3.282,Ball,13,gid_2016_05_29_lanmlb_nynmlb_1,94.3,165.948,2320.805,2.8,11.16,B,Clayton Kershaw,Strikeout,R
CU,-0.287,1.614,Foul,13,gid_2016_05_29_lanmlb_nynmlb_1,74,9.706,1468.765,1.58,-9.31,S,Clayton Kershaw,Strikeout,R
SL,-0.892,2.148,Swinging Strike,13,gid_2016_05_29_lanmlb_nynmlb_1,89.3,208.307,820.298,-2.01,3.69,S,Clayton Kershaw,Strikeout,R
FF,-1.096,3.007,Called Strike,14,gid_2016_05_29_lanmlb_nynmlb_1,93.5,165.387,2213.673,2.78,10.63,S,Clayton Kershaw,Strikeout,R
FF,-0.419,2.891,Foul,14,gid_2016_05_29_lanmlb_nynmlb_1,93.8,177.431,2580.823,0.57,12.73,S,Clayton Kershaw,Strikeout,R
CU,-0.281,1.006,Swinging Strike (Blocked),14,gid_2016_05_29_lanmlb_nynmlb_1,73.9,349.635,1591.435,-1.84,-10.14,S,Clayton Kershaw,Strikeout,R
FF,-1.035,3.132,"In play, out(s)",15,gid_2016_05_29_lanmlb_nynmlb_1,93.9,171.556,2286.517,1.7,11.39,X,Clayton Kershaw,Groundout,R
FF,-0.608,1.948,Called Strike,21,gid_2016_05_29_lanmlb_nynmlb_1,91.4,163.214,2529.268,3.77,12.45,S,Clayton Kershaw,Groundout,R
SL,-1.014,0.694,Swinging Strike,21,gid_2016_05_29_lanmlb_nynmlb_1,86.2,246.751,627.825,-3.17,1.31,S,Clayton Kershaw,Groundout,R
SL,-0.658,3.959,Ball,21,gid_2016_05_29_lanmlb_nynmlb_1,85.3,219.736,444.514,-1.54,1.81,B,Clayton Kershaw,Groundout,R
FF,0.507,2.082,"In play, out(s)",21,gid_2016_05_29_lanmlb_nynmlb_1,93.6,171.762,2168.376,1.55,10.69,X,Clayton Kershaw,Groundout,R
FF,-0.329,3.598,Ball,22,gid_2016_05_29_lanmlb_nynmlb_1,91.9,166.974,2459.437,2.83,12.2,B,Clayton Kershaw,Strikeout,R
FF,-1.46,2.496,Ball,22,gid_2016_05_29_lanmlb_nynmlb_1,92.4,167.709,2126.611,2.3,10.53,B,Clayton Kershaw,Strikeout,R
FF,0.014,2.319,Foul,22,gid_2016_05_29_lanmlb_nynmlb_1,92.3,171.33,2016.552,1.55,10.09,S,Clayton Kershaw,Strikeout,R
FF,-0.22,4.572,Swinging Strike,22,gid_2016_05_29_lanmlb_nynmlb_1,91.6,173.197,2264.044,1.37,11.45,S,Clayton Kershaw,Strikeout,R
FF,-0.247,2.539,Called Strike,22,gid_2016_05_29_lanmlb_nynmlb_1,92.3,169.319,2299.757,2.17,11.48,S,Clayton Kershaw,Strikeout,R
SL,-1.071,1.012,Ball,23,gid_2016_05_29_lanmlb_nynmlb_1,88.9,224.066,775.592,-2.86,2.91,B,Clayton Kershaw,Groundout,L
SL,-1.2,1.145,Ball,23,gid_2016_05_29_lanmlb_nynmlb_1,87.9,202.185,598.127,-1.19,2.87,B,Clayton Kershaw,Groundout,L
FF,-0.125,1.594,"In play, out(s)",23,gid_2016_05_29_lanmlb_nynmlb_1,94.4,166.143,2784.005,3.31,13.38,X,Clayton Kershaw,Groundout,L
FF,-1.2,1.858,Called Strike,28,gid_2016_05_29_lanmlb_nynmlb_1,92.6,166.857,2401.471,2.75,11.74,S,Clayton Kershaw,Groundout,R
CU,0.051,2.356,Foul,28,gid_2016_05_29_lanmlb_nynmlb_1,73.4,3.533,1551.842,0.61,-9.95,S,Clayton Kershaw,Groundout,R
SL,-0.651,2.311,Foul,28,gid_2016_05_29_lanmlb_nynmlb_1,88.2,178.167,1235.189,0.21,6.52,S,Clayton Kershaw,Groundout,R
SL,-0.657,2.372,"In play, out(s)",28,gid_2016_05_29_lanmlb_nynmlb_1,89,185.97,735.039,-0.4,3.76,X,Clayton Kershaw,Groundout,R
FF,-0.814,2.363,Called Strike,29,gid_2016_05_29_lanmlb_nynmlb_1,93.6,170.944,2028.02,1.61,10.04,S,Clayton Kershaw,Strikeout,R
FF,-1.954,0.713,Ball,29,gid_2016_05_29_lanmlb_nynmlb_1,93.3,175.76,2097.979,0.79,10.57,B,Clayton Kershaw,Strikeout,R
SL,-0.157,1.055,Swinging Strike,29,gid_2016_05_29_lanmlb_nynmlb_1,84.4,304.864,667.273,-3.05,-2.17,S,Clayton Kershaw,Strikeout,R
CU,0.225,1.114,Swinging Strike (Blocked),29,gid_2016_05_29_lanmlb_nynmlb_1,73.4,353.504,1683.911,-1.24,-10.96,S,Clayton Kershaw,Strikeout,R
FF,-1.017,1.034,Ball,30,gid_2016_05_29_lanmlb_nynmlb_1,94.3,173.886,2607.077,1.38,12.81,B,Clayton Kershaw,Double,R
SL,-0.43,0.767,Swinging Strike,30,gid_2016_05_29_lanmlb_nynmlb_1,87.7,218.729,961.966,-3.18,3.92,S,Clayton Kershaw,Double,R
FF,-0.625,1.788,Called Strike,30,gid_2016_05_29_lanmlb_nynmlb_1,94,171.172,2356.454,1.82,11.71,S,Clayton Kershaw,Double,R
FF,-2.606,1.602,Ball,30,gid_2016_05_29_lanmlb_nynmlb_1,93.2,178.863,1926.092,0.2,9.81,B,Clayton Kershaw,Double,R
CU,0.15,0.8,Ball,30,gid_2016_05_29_lanmlb_nynmlb_1,74.6,353.326,1484.55,-1.1,-9.43,B,Clayton Kershaw,Double,R
FF,-0.317,2.964,"In play, no out",30,gid_2016_05_29_lanmlb_nynmlb_1,93.4,169.286,1935.7,1.79,9.4,X,Clayton Kershaw,Double,R
SL,0.491,2.012,Called Strike,31,gid_2016_05_29_lanmlb_nynmlb_1,87.7,193.846,606.007,-0.77,3.09,S,Clayton Kershaw,Strikeout,R
FF,1.237,2.408,Ball,31,gid_2016_05_29_lanmlb_nynmlb_1,92.9,182.817,2087.609,-0.52,10.42,B,Clayton Kershaw,Strikeout,R
SL,-0.091,2.271,Swinging Strike,31,gid_2016_05_29_lanmlb_nynmlb_1,88.7,205.845,839.269,-1.93,3.95,S,Clayton Kershaw,Strikeout,R
FF,0.785,2.712,Called Strike,31,gid_2016_05_29_lanmlb_nynmlb_1,94.2,174.176,2616.547,1.33,13.01,S,Clayton Kershaw,Strikeout,R
FF,-1.03,1.722,Ball,38,gid_2016_05_29_lanmlb_nynmlb_1,90.8,168.093,2234.441,2.39,11.31,B,Clayton Kershaw,Groundout,R
FF,-0.951,2.688,Called Strike,38,gid_2016_05_29_lanmlb_nynmlb_1,92.2,172.056,2277.762,1.6,11.39,S,Clayton Kershaw,Groundout,R
FF,-0.833,2.883,Foul,38,gid_2016_05_29_lanmlb_nynmlb_1,91.9,173.353,2241.21,1.31,11.23,S,Clayton Kershaw,Groundout,R
FF,0.986,3.108,"In play, out(s)",38,gid_2016_05_29_lanmlb_nynmlb_1,92.6,172.333,2291.819,1.54,11.4,X,Clayton Kershaw,Groundout,R
FF,0.001,2.597,Called Strike,39,gid_2016_05_29_lanmlb_nynmlb_1,91.4,178.063,2579.252,0.44,13.07,S,Clayton Kershaw,Strikeout,R
CU,0.061,3.638,Ball,39,gid_2016_05_29_lanmlb_nynmlb_1,71.2,4.439,1424.976,0.73,-9.46,B,Clayton Kershaw,Strikeout,R
SL,-0.259,1.714,Swinging Strike,39,gid_2016_05_29_lanmlb_nynmlb_1,88.5,203.875,946.263,-2.03,4.54,S,Clayton Kershaw,Strikeout,R
CU,-0.815,3.167,Called Strike,39,gid_2016_05_29_lanmlb_nynmlb_1,73.1,4.039,1584.635,0.72,-10.32,S,Clayton Kershaw,Strikeout,R
SL,-0.156,2.767,Called Strike,40,gid_2016_05_29_lanmlb_nynmlb_1,84.9,257.33,451.773,-2.43,0.5,S,Clayton Kershaw,Groundout,R
SL,-0.36,2.192,Foul,40,gid_2016_05_29_lanmlb_nynmlb_1,87.8,207.707,948.459,-2.36,4.44,S,Clayton Kershaw,Groundout,R
FF,0.499,3.467,Foul,40,gid_2016_05_29_lanmlb_nynmlb_1,93.1,175.676,2273.336,0.86,11.37,S,Clayton Kershaw,Groundout,R
CU,0.705,2.056,Ball,40,gid_2016_05_29_lanmlb_nynmlb_1,72.8,11.675,1528.805,2.03,-9.88,B,Clayton Kershaw,Groundout,R
SL,0.269,2.669,"In play, out(s)",40,gid_2016_05_29_lanmlb_nynmlb_1,88.6,166.866,1009.004,1.21,5.15,X,Clayton Kershaw,Groundout,R
FF,-0.396,0.747,Ball,45,gid_2016_05_29_lanmlb_nynmlb_1,92.9,174.615,2110.959,1,10.6,B,Clayton Kershaw,Flyout,R
SL,-0.233,2.624,Called Strike,45,gid_2016_05_29_lanmlb_nynmlb_1,86.4,208.039,716.524,-1.81,3.35,S,Clayton Kershaw,Flyout,R
FF,-1.241,1.553,Ball,45,gid_2016_05_29_lanmlb_nynmlb_1,93.2,179.817,2309.479,0.04,11.5,B,Clayton Kershaw,Flyout,R
SL,-0.563,1.115,Swinging Strike,45,gid_2016_05_29_lanmlb_nynmlb_1,87,211.605,929.711,-2.59,4.17,S,Clayton Kershaw,Flyout,R
SL,-0.576,0.87,Foul,45,gid_2016_05_29_lanmlb_nynmlb_1,86.9,228.254,453.353,-1.81,1.57,S,Clayton Kershaw,Flyout,R
FF,-0.319,2.28,"In play, out(s)",45,gid_2016_05_29_lanmlb_nynmlb_1,93.3,170.004,2309.84,2.03,11.47,X,Clayton Kershaw,Flyout,R
FF,-0.221,2.658,Called Strike,46,gid_2016_05_29_lanmlb_nynmlb_1,93.3,166.314,2425.144,2.91,11.89,S,Clayton Kershaw,Strikeout,L
CU,0.013,1.427,Ball,46,gid_2016_05_29_lanmlb_nynmlb_1,72.9,358.191,1764.625,-0.37,-11.69,B,Clayton Kershaw,Strikeout,L
FF,-0.867,1.077,Ball,46,gid_2016_05_29_lanmlb_nynmlb_1,93.1,177.057,2523.625,0.66,12.75,B,Clayton Kershaw,Strikeout,L
SL,0.035,1.564,Swinging Strike,46,gid_2016_05_29_lanmlb_nynmlb_1,87.3,181.443,1008.703,-0.14,5.37,S,Clayton Kershaw,Strikeout,L
CU,0.643,2.225,Foul,46,gid_2016_05_29_lanmlb_nynmlb_1,73.6,4.499,1661.556,0.84,-10.67,S,Clayton Kershaw,Strikeout,L
FF,-0.196,3.193,Foul,46,gid_2016_05_29_lanmlb_nynmlb_1,93.7,172.208,2222.159,1.51,10.96,S,Clayton Kershaw,Strikeout,L
FF,-1.129,2.413,Called Strike,46,gid_2016_05_29_lanmlb_nynmlb_1,94.2,175.37,2432.126,0.98,12.12,S,Clayton Kershaw,Strikeout,L
SL,-0.544,1.714,Foul,47,gid_2016_05_29_lanmlb_nynmlb_1,88.6,182.738,730.192,-0.19,3.84,S,Clayton Kershaw,Home Run,R
SL,-0.871,1.709,Swinging Strike,47,gid_2016_05_29_lanmlb_nynmlb_1,87.3,199.394,676.08,-1.21,3.41,S,Clayton Kershaw,Home Run,R
CU,-0.675,1.003,Ball,47,gid_2016_05_29_lanmlb_nynmlb_1,73.3,2.25,1559.638,0.39,-10.11,B,Clayton Kershaw,Home Run,R
SL,-0.579,1.776,Foul,47,gid_2016_05_29_lanmlb_nynmlb_1,87.1,196.756,876.302,-1.36,4.46,S,Clayton Kershaw,Home Run,R
CU,-0.362,1.876,"In play, run(s)",47,gid_2016_05_29_lanmlb_nynmlb_1,74,16.605,1863.981,3.4,-11.46,X,Clayton Kershaw,Home Run,R
SL,-0.047,2.392,Foul,48,gid_2016_05_29_lanmlb_nynmlb_1,85.5,256.909,654.337,-3.52,0.77,S,Clayton Kershaw,Groundout,R
FF,-1.281,2.383,Ball,48,gid_2016_05_29_lanmlb_nynmlb_1,92.6,184.283,2218.954,-0.85,11.27,B,Clayton Kershaw,Groundout,R
SL,-0.19,1.811,"In play, out(s)",48,gid_2016_05_29_lanmlb_nynmlb_1,88.7,192.41,1222.334,-1.39,6.26,X,Clayton Kershaw,Groundout,R
FF,-0.428,0.843,Ball,53,gid_2016_05_29_lanmlb_nynmlb_1,91.6,164.504,2347.583,3.17,11.4,B,Clayton Kershaw,Pop Out,R
FF,0.311,2.269,Called Strike,53,gid_2016_05_29_lanmlb_nynmlb_1,92.1,165.844,2556.134,3.19,12.62,S,Clayton Kershaw,Pop Out,R
SL,-0.238,0.389,Ball,53,gid_2016_05_29_lanmlb_nynmlb_1,86.9,195.728,1118.755,-1.63,5.73,B,Clayton Kershaw,Pop Out,R
SL,-1.068,0.663,Ball,53,gid_2016_05_29_lanmlb_nynmlb_1,86.4,218.864,854.997,-2.91,3.56,B,Clayton Kershaw,Pop Out,R
FF,-0.548,2.985,"In play, out(s)",53,gid_2016_05_29_lanmlb_nynmlb_1,92.3,164.051,2270.549,3.23,11.28,X,Clayton Kershaw,Pop Out,R
FF,0.261,3.775,Ball,54,gid_2016_05_29_lanmlb_nynmlb_1,91.3,175.442,2415.97,1,12.5,B,Clayton Kershaw,Strikeout,R
SL,-1.208,3.272,Ball,54,gid_2016_05_29_lanmlb_nynmlb_1,86.3,251.981,389.485,-2.02,0.61,B,Clayton Kershaw,Strikeout,R
FF,-1.116,4.226,Ball,54,gid_2016_05_29_lanmlb_nynmlb_1,92.9,185.335,2185.402,-1.03,11.03,B,Clayton Kershaw,Strikeout,R
FF,-0.594,1.571,Called Strike,54,gid_2016_05_29_lanmlb_nynmlb_1,91.7,174.946,2063.452,0.93,10.43,S,Clayton Kershaw,Strikeout,R
FF,-0.238,3.801,Foul,54,gid_2016_05_29_lanmlb_nynmlb_1,92.4,174.663,2231.681,1.06,11.3,S,Clayton Kershaw,Strikeout,R
SL,0.265,1.094,Swinging Strike,54,gid_2016_05_29_lanmlb_nynmlb_1,86,243.874,759.476,-3.69,1.77,S,Clayton Kershaw,Strikeout,R
FF,-0.512,3.037,"In play, out(s)",55,gid_2016_05_29_lanmlb_nynmlb_1,92.8,177.546,2226.925,0.48,11.24,X,Clayton Kershaw,Pop Out,R
FF,-0.063,2.762,"In play, no out",60,gid_2016_05_29_lanmlb_nynmlb_1,91.5,169.629,2463.241,2.29,12.47,X,Clayton Kershaw,Single,R
FF,-1.364,2.108,Ball,61,gid_2016_05_29_lanmlb_nynmlb_1,92.3,176.16,2341.08,0.81,12.02,B,Clayton Kershaw,Flyout,R
SL,-1.048,1.418,Ball,61,gid_2016_05_29_lanmlb_nynmlb_1,87.1,215.906,754.607,-2.41,3.28,B,Clayton Kershaw,Flyout,R
FF,-0.822,3.471,Foul,61,gid_2016_05_29_lanmlb_nynmlb_1,92.6,174.515,2432.327,1.2,12.47,S,Clayton Kershaw,Flyout,R
FF,-0.993,2.058,Called Strike,61,gid_2016_05_29_lanmlb_nynmlb_1,92,174.511,2251.446,1.11,11.47,S,Clayton Kershaw,Flyout,R
SL,-0.62,2.51,"In play, out(s)",61,gid_2016_05_29_lanmlb_nynmlb_1,87.6,186.517,1015.095,-0.62,5.4,X,Clayton Kershaw,Flyout,R
FF,0.22,2.287,Swinging Strike,62,gid_2016_05_29_lanmlb_nynmlb_1,93.7,173.217,2390.899,1.42,11.94,S,Clayton Kershaw,Lineout,L
FF,-1.165,2.753,Ball,62,gid_2016_05_29_lanmlb_nynmlb_1,93.3,176.416,2329.302,0.74,11.79,B,Clayton Kershaw,Lineout,L
SL,-0.144,1.789,"In play, out(s)",62,gid_2016_05_29_lanmlb_nynmlb_1,86.4,214.292,718.937,-2.21,3.19,X,Clayton Kershaw,Lineout,L
FF,-0.273,2.637,Foul,6,gid_2016_09_09_lanmlb_miamlb_1,93.3,170.633,2731.379,2.24,13.53,S,Clayton Kershaw,Groundout,L
SL,-0.388,1.433,"In play, out(s)",6,gid_2016_09_09_lanmlb_miamlb_1,89.5,184.311,1506.428,-0.58,7.69,X,Clayton Kershaw,Groundout,L
FF,-0.106,3.072,Called Strike,7,gid_2016_09_09_lanmlb_miamlb_1,93.2,172.26,2727.9,1.85,13.54,S,Clayton Kershaw,Home Run,R
CU,-0.49,-0.069,Ball,7,gid_2016_09_09_lanmlb_miamlb_1,74.9,3.788,1597.429,0.67,-10.1,B,Clayton Kershaw,Home Run,R
FF,-1.09,2.023,Ball,7,gid_2016_09_09_lanmlb_miamlb_1,93.3,167.532,2673.064,2.92,13.16,B,Clayton Kershaw,Home Run,R
SL,-0.226,2.051,"In play, run(s)",7,gid_2016_09_09_lanmlb_miamlb_1,89.3,200.33,1487.774,-2.67,7.17,X,Clayton Kershaw,Home Run,R
FF,-0.315,4.085,Ball,8,gid_2016_09_09_lanmlb_miamlb_1,93.2,176.434,2726.71,0.86,13.7,B,Clayton Kershaw,Groundout,R
FF,0.407,2.632,Foul,8,gid_2016_09_09_lanmlb_miamlb_1,93.2,170.628,2554.662,2.11,12.74,S,Clayton Kershaw,Groundout,R
SL,-0.235,0.699,Ball,8,gid_2016_09_09_lanmlb_miamlb_1,89.1,210.271,842.997,-2.23,3.78,B,Clayton Kershaw,Groundout,R
SL,-0.22,2.345,"In play, out(s)",8,gid_2016_09_09_lanmlb_miamlb_1,89.4,203.761,1005.525,-2.11,4.74,X,Clayton Kershaw,Groundout,R
FF,-0.316,2.476,Foul,9,gid_2016_09_09_lanmlb_miamlb_1,93.3,176.695,2516.202,0.73,12.58,S,Clayton Kershaw,Groundout,L
FF,-0.152,3.566,Ball,9,gid_2016_09_09_lanmlb_miamlb_1,93.2,185.477,2351.3,-1.14,11.87,B,Clayton Kershaw,Groundout,L
SL,-0.666,0.769,Swinging Strike,9,gid_2016_09_09_lanmlb_miamlb_1,89.1,212.876,1197.948,-3.43,5.27,S,Clayton Kershaw,Groundout,L
CU,0.286,3.458,"In play, out(s)",9,gid_2016_09_09_lanmlb_miamlb_1,71.8,5.974,1771.248,1.22,-11.76,X,Clayton Kershaw,Groundout,L
FF,-0.652,3.544,Called Strike,15,gid_2016_09_09_lanmlb_miamlb_1,92.2,177.862,2616.574,0.5,13.27,S,Clayton Kershaw,Strikeout,R
SL,-0.642,3.176,Called Strike,15,gid_2016_09_09_lanmlb_miamlb_1,86.1,180.734,877.342,-0.06,4.72,S,Clayton Kershaw,Strikeout,R
FF,0.693,2.439,Called Strike,15,gid_2016_09_09_lanmlb_miamlb_1,93.3,178.727,2640.352,0.29,13.16,S,Clayton Kershaw,Strikeout,R
FF,-0.371,3.101,Called Strike,16,gid_2016_09_09_lanmlb_miamlb_1,93.6,166.711,2667.557,3.07,12.96,S,Clayton Kershaw,Double,R
CU,-0.156,1.233,Ball,16,gid_2016_09_09_lanmlb_miamlb_1,72.4,356.553,1751.435,-0.69,-11.54,B,Clayton Kershaw,Double,R
SL,-1.507,-0.116,Ball,16,gid_2016_09_09_lanmlb_miamlb_1,87.8,203.152,928.19,-1.96,4.54,B,Clayton Kershaw,Double,R
FF,-0.987,2.178,Foul,16,gid_2016_09_09_lanmlb_miamlb_1,93.2,179.838,2524.452,0.04,12.65,S,Clayton Kershaw,Double,R
SL,-0.682,3.07,Foul,16,gid_2016_09_09_lanmlb_miamlb_1,87.8,237.574,998.667,-4.45,2.78,S,Clayton Kershaw,Double,R
FF,1.525,2.262,Ball,16,gid_2016_09_09_lanmlb_miamlb_1,93.8,171.708,2804.029,2.03,13.92,B,Clayton Kershaw,Double,R
FF,-0.945,3.139,"In play, no out",16,gid_2016_09_09_lanmlb_miamlb_1,93.7,180.729,2304.32,-0.15,11.55,X,Clayton Kershaw,Double,R
FF,-0.29,2.524,Called Strike,17,gid_2016_09_09_lanmlb_miamlb_1,93.6,172.324,2720.341,1.84,13.59,S,Clayton Kershaw,Single,R
FF,-0.646,3.969,Foul Tip,17,gid_2016_09_09_lanmlb_miamlb_1,93.6,174.914,2329.125,1.05,11.71,S,Clayton Kershaw,Single,R
CU,0.018,3.104,"In play, run(s)",17,gid_2016_09_09_lanmlb_miamlb_1,72.5,350.646,1729.513,-1.86,-11.33,X,Clayton Kershaw,Single,R
FF,0.047,1.83,Foul,18,gid_2016_09_09_lanmlb_miamlb_1,93.5,169.413,2697.208,2.53,13.51,S,Clayton Kershaw,Strikeout,R
SL,-1.279,0.694,Ball In Dirt,18,gid_2016_09_09_lanmlb_miamlb_1,87.6,226.81,618.077,-2.38,2.19,B,Clayton Kershaw,Strikeout,R
SL,-0.483,1.48,Swinging Strike,18,gid_2016_09_09_lanmlb_miamlb_1,89.4,213.842,910.11,-2.65,3.92,S,Clayton Kershaw,Strikeout,R
FF,0.075,4.196,Foul,18,gid_2016_09_09_lanmlb_miamlb_1,92.7,178.274,2414.086,0.37,12.19,S,Clayton Kershaw,Strikeout,R
CU,0.198,1.177,Ball,18,gid_2016_09_09_lanmlb_miamlb_1,72.4,4.539,1662.592,0.86,-10.87,B,Clayton Kershaw,Strikeout,R
SL,-0.561,2.171,Foul,18,gid_2016_09_09_lanmlb_miamlb_1,88,213.445,770.988,-2.24,3.35,S,Clayton Kershaw,Strikeout,R
FF,-1.261,2.189,Ball,18,gid_2016_09_09_lanmlb_miamlb_1,94.2,175.913,2695.904,0.96,13.45,B,Clayton Kershaw,Strikeout,R
SL,-0.372,1.473,Foul,18,gid_2016_09_09_lanmlb_miamlb_1,88.7,190.973,896.126,-0.91,4.64,S,Clayton Kershaw,Strikeout,R
FF,-0.195,4.03,Foul,18,gid_2016_09_09_lanmlb_miamlb_1,92.8,171.719,2527.407,1.86,12.75,S,Clayton Kershaw,Strikeout,R
FF,0.532,3.498,Swinging Strike,18,gid_2016_09_09_lanmlb_miamlb_1,92.1,178.99,2659.424,0.24,13.5,S,Clayton Kershaw,Strikeout,R
FF,-0.242,4.133,Swinging Strike,19,gid_2016_09_09_lanmlb_miamlb_1,91.9,176.151,2596.808,0.89,13.2,S,Clayton Kershaw,Single,R
